chlorides,density,pH,sulphates,acid,residual sugar,alcohol,bound sulfur dioxide,quality,type
0.046,0.9936,3.09,0.59,9.34,1.3,10.2,115,5,white
0.048,0.9929,3.19,0.48,7.08,1.1,9.2,77,5,white
0.05,0.9964,3.12,0.45,8.2,7.7,8.8,168,5,white
0.049,0.996,3.16,0.4,8.23,7.7,9.3,164,5,white
0.04,0.9938,3.25,0.43,9.81,1,10.8,76,5,white
0.138,0.9951,3.2,0.38,7.74,4.8,9.3,127,5,white
0.137,0.9951,3.2,0.38,7.76,5.3,9.3,128,5,white
0.047,0.9961,3.17,0.47,7.38,8.8,8.9,159,5,white
0.034,0.9944,3.33,0.43,7.5,5.7,10.1,99,5,white
0.054,1.0008,3.22,0.55,8.92,18.35,9,153,5,white
0.047,0.9982,3.46,0.72,8.66,9.4,10,105,5,white
0.048,0.9955,3.25,0.41,7.67,8.6,10.2,144,5,white
0.033,0.9969,3.14,0.46,9.2,11.1,10.3,165,5,white
0.058,0.9954,3.16,0.44,8.2,6.4,9.6,124,5,white
0.057,0.9955,3.16,0.45,8.16,6.4,9.6,123,5,white
0.056,0.9998,3.45,0.4,7.9,16.95,9.6,131,5,white
0.055,0.9984,3.44,0.39,7.84,13.6,9.8,130,5,white
0.032,0.9924,3.08,0.47,9.2,1.6,10.5,57,5,white
0.037,0.9939,3.24,0.51,8,6.1,10.8,89,5,white
0.123,0.9953,3.07,0.48,7.88,6.6,9.4,81,5,white
0.123,0.9953,3.07,0.48,7.88,6.6,9.4,81,5,white
0.031,0.9906,3.14,0.32,7.77,2.5,11.9,63,5,white
0.052,0.9948,3.14,0.42,7,3.1,8.7,89,5,white
0.054,0.9946,3.24,0.44,8.56,1.8,10,82,5,white
0.133,0.9932,3.1,0.3,8.2,1.1,9.1,84,5,white
0.053,0.9977,3.16,0.48,7.4,12,8.6,192,5,white
0.05,0.994,3.14,0.42,8.52,4.8,9.9,54,5,white
0.044,0.9929,3.28,0.42,9.02,1.2,10.9,82,5,white
0.053,0.9961,3.22,0.43,7.74,8,9.3,148,5,white
0.056,0.9967,3.17,0.44,7.94,8.6,8.8,159,5,white
0.038,0.9926,2.8,0.46,10.58,1.2,10.6,41,5,white
0.046,0.99605,3.17,0.44,8.24,8.7,9.3,143,5,white
0.053,0.9961,3.22,0.43,7.74,8,9.3,148,5,white
0.056,0.9967,3.17,0.44,7.94,8.6,8.8,159,5,white
0.054,0.9961,3.17,0.45,7.76,7.7,8.8,153,5,white
0.051,0.9955,3.28,0.69,8.48,1.7,8.9,129,5,white
0.048,0.9922,3.17,0.38,7.48,1.4,10,86,5,white
0.069,0.999,3.56,0.47,7.8,14,9.8,121,5,white
0.052,0.9953,3.24,0.38,9.36,5.4,9.8,103,5,white
0.035,0.9939,3.16,0.34,9.5,7.6,12,85,5,white
0.042,0.9954,3.15,0.46,10.32,1.4,9.1,150,5,white
0.054,0.9943,3.36,0.5,7.54,1.6,9.3,92,5,white
0.062,1.0002,3.27,0.64,8.72,17.95,9.1,145,5,white
0.064,0.9946,3.32,0.54,7.82,2,9.4,97,5,white
0.037,0.9918,3.19,0.62,8.48,1.4,12,99,5,white
0.042,0.9942,3.07,0.32,10.18,1.6,9.5,53,5,white
0.065,0.9974,3.16,0.39,8.94,12.4,9.4,90,5,white
0.046,0.9944,3.15,0.41,8.76,3.4,9.4,107,5,white
0.065,0.9974,3.16,0.39,8.94,12.4,9.4,90,5,white
0.046,0.9944,3.15,0.41,8.76,3.4,9.4,107,5,white
0.035,0.9926,3.07,0.38,8.6,1.7,10.9,87,5,white
0.033,0.9974,3.22,0.32,7.38,11.5,9,130,5,white
0.034,0.9944,3.42,0.6,8.54,1.5,10.4,71,5,white
0.033,0.9974,3.22,0.32,7.38,11.5,9,130,5,white
0.211,0.9988,2.99,0.56,9.94,12.6,9.3,176,5,white
0.054,0.9926,3.42,0.51,7.92,1,10.5,140,5,white
0.049,0.998,3.27,0.44,8.68,11.5,9,113,5,white
0.041,0.9966,3.07,0.38,9.28,7.9,9,118,5,white
0.049,0.998,3.27,0.44,8.68,11.5,9,113,5,white
0.052,1.0007,2.98,0.82,10.82,17.8,9,209,5,white
0.058,0.9955,3.28,0.59,9.62,2.4,10.3,91,5,white
0.056,0.9946,3.14,0.47,10.26,1.6,9.7,163,5,white
0.056,0.9946,3.13,0.47,10.24,1.4,9.7,157,5,white
0.049,0.9958,3.24,0.39,7.76,7.8,9.5,145,5,white
0.047,0.9976,3.09,0.46,6.86,16.05,8.9,140,5,white
0.047,0.9976,3.09,0.46,6.86,16.05,8.9,140,5,white
0.034,0.9938,3.06,0.31,9.1,7.35,10.8,117,5,white
0.058,0.9997,3.38,0.6,7.98,16.05,9.2,149,5,white
0.045,0.9991,3.18,0.63,9.14,14.3,9.2,168,5,white
0.045,0.9991,3.18,0.63,9.14,14.3,9.2,168,5,white
0.045,0.9991,3.18,0.63,9.14,14.3,9.2,168,5,white
0.029,0.9948,3.4,0.39,7.48,7.9,10.2,90,5,white
0.036,0.993,3.2,0.32,8.1,1,9,68,5,white
0.05,0.9988,3.37,0.43,8.6,13.6,9.7,137,5,white
0.049,1,3.34,0.42,8.48,17.85,9.6,135,5,white
0.036,0.9932,3.14,0.76,8.7,1.3,10,88,5,white
0.045,0.9991,3.18,0.63,9.14,14.3,9.2,168,5,white
0.045,0.9989,3.18,0.64,9.08,13.7,9.1,153,5,white
0.046,1,3.3,0.41,7.9,18.3,8.7,102,5,white
0.046,1,3.3,0.41,7.9,18.3,8.7,102,5,white
0.056,0.9952,3.14,0.44,8.38,6.5,9.5,130,5,white
0.039,0.9942,2.96,0.34,8.42,7.9,10.4,104,5,white
0.04,0.9932,3.01,0.55,9.02,1.2,10.4,81,5,white
0.037,0.9933,3.16,0.69,7.26,1.9,10.6,104,5,white
0.062,0.9966,3.21,0.39,8.54,9.3,9.6,86,5,white
0.045,0.9958,3.08,0.42,7.82,8.1,9.2,126,5,white
0.045,0.9958,3.08,0.42,7.82,8.1,9.2,126,5,white
0.062,0.9966,3.21,0.39,8.54,9.3,9.6,86,5,white
0.055,0.9953,3.29,0.41,7.62,4.9,9.4,100,5,white
0.028,0.9923,2.97,0.48,9.48,1.7,10.4,49,5,white
0.052,0.9926,3.05,0.41,8.16,1.6,10.5,123,5,white
0.036,0.9966,3.08,0.4,10.14,9.7,10.2,126,5,white
0.083,0.9964,3,0.35,9.44,8.3,9.2,155,5,white
0.036,0.9966,3.08,0.4,10.14,9.7,10.2,126,5,white
0.031,0.9928,3.33,0.34,8.22,1.2,9.9,57,5,white
0.052,0.9959,3.14,0.38,8.06,7.6,9,108,5,white
0.052,1.0001,2.93,0.64,10.16,15,8.6,221,5,white
0.052,0.9959,3.14,0.38,8.06,7.6,9,108,5,white
0.052,1.0001,2.93,0.64,10.16,15,8.6,221,5,white
0.041,0.9968,3.18,0.52,7.68,11.6,9.5,147,5,white
0.051,0.9932,3.02,0.4,7.74,1.1,9,136,5,white
0.051,0.9932,3.02,0.4,7.44,1.1,9,136,5,white
0.054,0.9952,3.04,0.44,8.2,6.7,9.6,131,5,white
0.036,0.9996,2.96,0.46,8.76,17.2,9.7,170,5,white
0.036,0.9996,2.96,0.46,8.76,17.2,9.7,170,5,white
0.063,0.9973,2.89,0.57,7.54,11.1,9,103,5,white
0.027,0.9937,3.37,0.4,8.16,1.1,9.9,47,5,white
0.024,0.993,2.79,0.37,9.46,1,10.1,78,5,white
0.024,0.993,2.79,0.37,9.46,1,10.1,78,5,white
0.039,0.9959,2.9,0.64,10.86,1.3,9.5,102,5,white
0.041,0.9958,3.17,0.57,9.58,1.4,9.9,88,5,white
0.046,0.9958,3.19,0.46,8.26,6.9,9,123,5,white
0.086,0.9963,3.15,0.42,8.52,4.5,9.2,96,5,white
0.084,1.0011,3.17,0.39,8.54,18.35,8.8,106,5,white
0.084,1.0011,3.17,0.39,8.54,18.35,8.8,106,5,white
0.057,0.9973,3.57,0.55,8.1,7,10.2,173,5,white
0.043,0.9954,3.12,0.55,9.1,7.7,10,119,5,white
0.057,0.9957,3.5,0.44,7.8,6.3,9.6,86,5,white
0.04,0.9922,3.19,0.46,7.6,1.4,10,89,5,white
0.038,0.9922,3.18,0.46,7.48,1.3,10,89,5,white
0.043,0.9948,3.52,0.47,8.28,1.8,10,138,5,white
0.043,0.9948,3.52,0.47,8.28,1.8,10,138,5,white
0.064,0.9924,3.37,0.45,8.08,1.4,11.1,123,5,white
0.026,0.993,2.94,0.36,10.7,8.1,11.8,57,5,white
0.026,0.993,2.94,0.36,10.7,8.1,11.8,57,5,white
0.168,0.9991,3.07,0.64,9.66,12.4,9.2,161,5,white
0.16,0.9948,3.08,0.42,9.52,1.3,8.9,105,5,white
0.179,0.9925,3.09,0.54,7.72,1.7,10.1,55,5,white
0.046,0.9958,3.13,0.45,7.84,8.1,8.9,129,5,white
0.042,0.9944,3.14,0.47,8.7,6.5,10.7,128,5,white
0.049,0.9987,3.41,0.4,8.32,12.7,9.8,133,5,white
0.038,0.9928,3.25,0.48,9.32,1.6,11,113,5,white
0.018,0.9926,2.97,0.35,9.76,1.1,10.4,54,5,white
0.042,0.9944,3.14,0.47,8.7,6.5,10.7,128,5,white
0.029,0.9949,3.34,0.44,6.32,4.6,9,82,5,white
0.042,0.9926,3.08,0.38,9.88,0.6,10.6,60,5,white
0.029,0.9949,3.34,0.44,6.32,4.6,9,82,5,white
0.042,0.9926,3.08,0.38,9.88,0.6,10.6,60,5,white
0.046,0.9982,3.38,0.47,9.82,9.2,9.3,104,5,white
0.052,0.9955,3.14,0.41,8.36,6.6,9.6,128,5,white
0.05,0.9955,3.14,0.42,8.34,7,9.5,126,5,white
0.042,1.0001,3.3,0.36,7.76,18.15,8.7,105,5,white
0.042,1.0001,3.3,0.36,7.76,18.15,8.7,105,5,white
0.026,0.9918,3.01,0.38,10.15,4.1,12.4,82,5,white
0.026,0.9918,3.01,0.38,10.15,4.1,12.4,82,5,white
0.042,1.0001,3.3,0.36,7.76,18.15,8.7,105,5,white
0.044,0.9966,3.12,0.47,8.62,8.3,9,182,5,white
0.04,0.9932,3.13,0.47,7.54,1.4,8.8,138,5,white
0.04,0.9969,3.22,0.56,8.24,11.5,9.5,165,5,white
0.047,0.9914,3.16,0.48,7.74,1.6,11.4,98,5,white
0.049,0.996,3.6,0.46,8.68,2.4,10.3,85,5,white
0.05,0.9934,3.15,0.44,8.9,1.8,9.9,106,5,white
0.051,0.9939,3.16,0.39,8.84,4.3,10.2,117,5,white
0.051,0.9939,3.16,0.39,8.76,4.4,10.2,120,5,white
0.043,0.9953,3.27,0.76,7.6,5.6,9.5,121,5,white
0.045,0.9953,3.31,0.79,7.72,5.3,9.8,132,5,white
0.049,0.996,3.6,0.46,8.68,2.4,10.3,85,5,white
0.039,0.9948,3.3,0.67,8.16,1.6,9.6,114,5,white
0.039,0.9948,3.3,0.67,8.16,1.6,9.6,114,5,white
0.046,0.9959,3.22,0.33,8.62,10.7,10.7,77,5,white
0.029,0.9958,2.85,0.42,10.64,10.7,10.6,97,5,white
0.05,0.994,3.14,0.58,9.18,1.5,9.5,84,5,white
0.044,0.9964,3.16,0.44,8.08,8,9.2,121,5,white
0.045,0.9958,3.17,0.38,8.06,7.7,9.5,123,5,white
0.043,0.9932,3.34,0.38,6.88,2.7,9.2,66,5,white
0.052,0.9986,2.94,0.35,8.1,15.1,9.4,114,5,white
0.052,0.9986,2.94,0.35,8.1,15.1,9.4,114,5,white
0.048,0.9988,3.4,0.46,9.76,8.9,9.3,113,5,white
0.05,0.9953,3.19,0.4,8.12,6,9.1,124,5,white
0.046,0.9983,3.36,0.4,7.84,12.3,9.5,114,5,white
0.043,0.9951,3.63,0.46,6.92,6.7,10.6,110,5,white
0.046,0.9983,3.36,0.4,7.84,12.3,9.5,114,5,white
0.047,0.9981,3.18,0.49,7.48,11.1,8.7,209,5,white
0.056,0.9936,3.12,0.45,6.84,1.5,8.8,93,5,white
0.043,0.9951,3.63,0.46,6.92,6.7,10.6,110,5,white
0.05,0.9953,3.19,0.4,8.12,6,9.1,124,5,white
0.057,1.0005,3.02,0.66,9.92,15.2,9,194,5,white
0.05,1.0001,3.3,0.37,7.44,17.1,8.8,94,5,white
0.05,1.0001,3.3,0.37,7.44,17.1,8.8,94,5,white
0.05,1.0001,3.3,0.37,7.44,17.1,8.8,94,5,white
0.05,0.9934,3.38,0.62,6.66,1.9,9.9,73,5,white
0.05,1.0001,3.3,0.37,7.44,17.1,8.8,94,5,white
0.04,0.993,3.21,0.56,8.86,1.2,10.8,91,5,white
0.076,0.9967,3.05,0.38,7.84,10.7,9,107,5,white
0.051,0.998,3.39,0.38,8.08,12.6,9.9,114,5,white
0.076,0.9967,3.05,0.38,7.84,10.7,9,107,5,white
0.048,0.9957,3.2,0.46,7,12.15,10.1,121,5,white
0.056,0.9986,3.31,0.55,7.92,12,9.3,151,5,white
0.062,0.9958,3.1,0.7,10.52,1.7,9.5,293.5,5,white
0.036,0.9918,3.27,0.72,8.14,1.4,11.7,100,5,white
0.04,0.9923,3.35,0.38,8.18,1.9,11,123,5,white
0.054,0.9966,3.38,0.55,8.04,7.1,10.1,183,5,white
0.054,0.9966,3.38,0.55,8.04,7.1,10.1,183,5,white
0.06,0.994,3.27,0.31,6.62,8.7,10.4,83,5,white
0.056,0.9972,3.05,0.39,9.04,13.2,9.2,93,5,white
0.056,0.9998,3.27,0.5,8.96,15.3,9.6,86,5,white
0.056,0.9998,3.27,0.5,8.96,15.3,9.6,86,5,white
0.047,0.9982,3.1,0.46,9.06,13.2,9,115,5,white
0.04,0.9962,3.1,0.54,7.38,15.6,10.6,122,5,white
0.056,0.9972,3.05,0.39,9.04,13.2,9.2,93,5,white
0.056,0.9998,3.27,0.5,8.96,15.3,9.6,86,5,white
0.035,0.9962,3.11,0.46,9.04,8.75,10.7,148,5,white
0.028,0.998,2.96,0.35,9.4,18.8,11.6,75,5,white
0.069,0.9944,3.18,0.47,8.32,1.8,9.4,147,5,white
0.069,0.9944,3.18,0.47,8.32,1.8,9.4,147,5,white
0.042,0.996,3.23,0.37,7.8,7.8,9.2,106,5,white
0.05,0.9999,3.15,0.54,9.4,16.75,9.2,120,5,white
0.042,0.996,3.23,0.37,7.8,7.8,9.2,106,5,white
0.05,0.9999,3.15,0.54,9.4,16.75,9.2,120,5,white
0.041,0.9963,3.24,0.47,7.78,10.9,10,109,5,white
0.04,0.995,3.22,0.47,7.38,6.6,9.5,103,5,white
0.217,0.9936,3.08,0.53,8.9,1.2,9.5,60,5,white
0.056,0.9935,3.11,0.42,7.66,1.4,9.5,124,5,white
0.037,0.9981,3.09,0.32,10.36,10.7,9.7,111,5,white
0.056,0.9935,3.11,0.42,7.66,1.4,9.5,124,5,white
0.051,0.996,3.16,0.52,8,8.2,9.7,134,5,white
0.069,0.9962,3.25,0.53,7.34,7.3,9.1,126,5,white
0.051,0.996,3.16,0.52,8,8.2,9.7,134,5,white
0.058,0.994,3.21,0.55,9.04,2.1,9.9,153,5,white
0.059,0.9944,3.22,0.56,8.8,2,9.9,156,5,white
0.056,0.9974,3.26,0.6,9.16,10,10.2,143,5,white
0.031,0.9917,3.19,0.49,8.22,2,11.4,115,5,white
0.031,0.9917,3.19,0.49,8.22,2,11.4,115,5,white
0.051,0.9941,3.32,0.62,9.14,1.3,10,80,5,white
0.046,0.9983,3.08,0.46,9.42,12.1,8.9,117,5,white
0.046,0.9982,3.07,0.46,9.46,12,8.9,115,5,white
0.049,0.99516,3.35,0.51,7.98,1.6,9.7,154,5,white
0.067,0.99496,3.17,0.79,8.42,6.1,9.7,70,5,white
0.04,0.99579,3.16,0.5,8.04,7.8,9.4,136,5,white
0.042,0.99644,3.16,0.49,8.14,8.2,9.1,139,5,white
0.04,0.99579,3.16,0.5,8.04,7.8,9.4,136,5,white
0.094,0.99699,3.05,0.54,7.46,10.6,8.8,120,5,white
0.047,0.99758,3.54,0.74,8,11.2,10.4,119,5,white
0.043,0.9977,3.13,0.51,8,11.6,8.9,193,5,white
0.048,0.9962,3.23,0.47,7.2,7.7,9,141,5,white
0.046,0.99582,3.16,0.52,8.18,7.7,9.5,123,5,white
0.048,0.9962,3.23,0.47,7.2,7.7,9,141,5,white
0.039,0.99212,2.97,0.68,8.08,1.4,10.4,104,5,white
0.049,0.99748,3.24,0.45,9.12,10.4,9.3,148,5,white
0.049,0.99748,3.24,0.45,9.12,10.4,9.3,148,5,white
0.056,0.99827,3.11,0.48,7.92,15.7,9,110,5,white
0.056,0.99827,3.11,0.48,7.92,15.7,9,110,5,white
0.027,0.99479,3.08,0.43,10.88,6.5,10.6,147,5,white
0.053,0.99537,3.35,0.47,7.66,6.2,10.1,84,5,white
0.148,0.99468,3.08,0.56,8.94,1.3,8.7,104,5,white
0.049,0.99907,3.06,0.68,8.58,15.6,9.5,143,5,white
0.049,0.99907,3.06,0.68,8.58,15.6,9.5,143,5,white
0.049,0.99907,3.06,0.68,8.58,15.6,9.5,143,5,white
0.049,0.99907,3.06,0.68,8.58,15.6,9.5,143,5,white
0.158,0.99471,3.17,0.49,7.9,4.9,9.4,97,5,white
0.157,0.99471,3.17,0.49,8.02,5,9.4,96,5,white
0.049,0.99907,3.06,0.68,8.58,15.6,9.5,143,5,white
0.058,0.99856,3.45,0.45,7.6,12.05,9.4,100,5,white
0.055,0.99591,3.21,0.43,6.88,7,9,144,5,white
0.051,0.9975,3.23,0.48,8.14,11.8,9.1,100,5,white
0.049,0.99378,3.21,0.68,6.59,2.2,10,116,5,white
0.053,0.99805,2.93,0.44,8.32,14.6,9.2,125,5,white
0.045,0.99534,3.11,0.49,10.56,1.6,9.3,103,5,white
0.053,0.99805,2.93,0.44,8.32,14.6,9.2,125,5,white
0.045,0.99534,3.11,0.49,10.56,1.6,9.3,103,5,white
0.045,0.99779,3.16,0.44,9.22,10.6,8.8,102,5,white
0.053,0.99426,3.79,0.55,5.49,1.4,10.2,167,5,white
0.045,0.99595,3.22,0.48,7.92,7.2,9.4,136,5,white
0.038,0.99687,3.11,0.29,8.7,11.95,9.7,89,5,white
0.038,0.99687,3.11,0.29,8.7,11.95,9.7,89,5,white
0.054,0.99445,3.19,0.53,9,2.2,9.8,146,5,white
0.032,0.99154,2.95,0.42,8.74,1.4,10.5,130,5,white
0.058,1.00241,3.44,0.43,8.66,17.8,8.9,84,5,white
0.048,0.99716,3.18,0.51,9.52,10.2,10.3,68,5,white
0.041,0.99437,3.29,0.67,7.76,4.8,10.6,88,5,white
0.051,0.99756,3.48,0.62,8.48,8.4,9.7,127,5,white
0.051,0.99756,3.48,0.62,8.48,8.4,9.7,127,5,white
0.032,0.99254,3.4,0.52,7.58,1.4,10.5,110,5,white
0.168,0.99782,3.06,0.62,9.62,10.1,9.5,165,5,white
0.048,0.99942,3.47,0.59,8.96,13.3,10,166,5,white
0.028,0.99244,3.2,0.37,10.06,1.2,11.5,73,5,white
0.04,0.99831,3.05,0.66,8.58,12.9,9.4,161,5,white
0.157,0.99396,3.03,0.36,7.53,5,9.3,112,5,white
0.05,0.99524,3.28,0.58,9.62,3.75,9.7,88,5,white
0.053,0.99802,3.42,0.42,7.7,12.6,9.7,138,5,white
0.06,0.99512,3.59,0.51,7.72,1.3,9.2,161.5,5,white
0.092,0.99438,3.19,0.44,8.94,1.6,9.8,114,5,white
0.05,0.99679,3.12,0.52,8.94,7.6,9,187,5,white
0.099,0.99582,3.21,0.43,8.56,7.2,9.2,155,5,white
0.063,1.00098,3.1,0.51,10.98,16.45,9.3,229.5,5,white
0.042,0.99841,3.05,0.41,9.36,12.9,8.7,104,5,white
0.056,0.99806,3.29,0.49,8.79,12.9,8.7,194,5,white
0.059,0.9961,3.54,0.59,8.12,3.9,10.3,171,5,white
0.047,1.00016,2.98,0.66,9.5,17.75,9.1,193,5,white
0.046,0.99587,3.04,0.67,11.04,1.8,9.6,107,5,white
0.044,0.99558,3.16,0.49,7.42,8.5,9.5,129,5,white
0.044,0.99741,3.1,0.5,9.11,13,9.1,170,5,white
0.05,0.99397,2.98,0.5,9.28,2.3,10,83,5,white
0.044,0.99713,3.15,0.46,9.11,11.4,9,159,5,white
0.032,0.99274,3.16,0.42,7.44,0.9,9.5,73,5,white
0.07,1.00118,3.39,0.53,7.64,19.35,9.1,140,5,white
0.045,0.9969,3.26,0.55,8.18,11.75,9.5,145,5,white
0.096,0.99771,3.56,0.72,7.44,7.7,9.2,182,5,white
0.096,0.99771,3.56,0.72,7.44,7.7,9.2,182,5,white
0.042,0.99577,3.22,0.46,7.3,8.3,9.4,134,5,white
0.045,0.99564,3.23,0.42,7.16,7.05,9,127,5,white
0.044,0.99578,3.21,0.47,7.28,8.4,9.4,138,5,white
0.056,0.99594,3.17,0.43,8.32,9.4,9.4,154,5,white
0.056,0.99594,3.17,0.43,8.32,9.4,9.4,154,5,white
0.147,0.99434,3.14,0.47,8.24,6.3,10,110,5,white
0.063,0.998,3,0.45,8.81,14.6,9.2,169,5,white
0.052,0.99316,3.15,0.6,7.9,2.5,10,179.5,5,white
0.063,0.998,3,0.45,8.81,14.6,9.2,169,5,white
0.051,0.99314,3.15,0.61,7.96,2.6,10,169.5,5,white
0.052,0.99316,3.15,0.6,7.9,2.5,10,170,5,white
0.037,0.99642,3.28,0.52,8.02,10,9.4,119,5,white
0.037,0.99642,3.28,0.52,8.02,10,9.4,119,5,white
0.036,0.99954,3.3,0.67,8.28,16,9,143,5,white
0.045,0.99822,3.08,0.52,7.74,16.05,9.2,116,5,white
0.045,0.99822,3.08,0.52,7.74,16.05,9.2,116,5,white
0.053,0.99402,2.89,0.49,9.38,2.6,9.5,60,5,white
0.053,0.99404,2.89,0.48,9.46,2.5,9.5,60,5,white
0.053,0.99347,3.08,0.46,6.82,1.2,8.8,89,5,white
0.041,0.99838,2.98,0.44,9.62,12.1,8.7,108,5,white
0.04,0.99839,2.98,0.44,9.62,11.95,8.7,108,5,white
0.049,0.9936,3.21,0.41,7.68,1.4,9.5,89,5,white
0.056,0.99434,3.1,0.51,8.78,1.3,9.5,142,5,white
0.071,0.99496,3.22,0.53,8.7,1.5,9.8,98,5,white
0.049,0.99289,3.24,0.61,8.04,1,10.2,91,5,white
0.05,0.9959,3.17,0.49,7.32,7.5,9,136,5,white
0.079,0.99662,3.02,0.45,7.82,10.3,8.8,85,5,white
0.075,0.99466,3.21,0.43,6.88,5.3,9.5,152,5,white
0.043,0.99238,3.19,0.48,7.1,1.5,10.2,110,5,white
0.031,0.99645,3.11,0.4,9.56,11.3,10.8,83,5,white
0.046,1,3.27,0.48,7.94,18.1,8.8,101,5,white
0.046,1,3.27,0.48,7.94,18.1,8.8,101,5,white
0.046,1,3.27,0.48,7.94,18.1,8.8,101,5,white
0.039,0.99513,3.14,0.52,7.82,6.4,9.8,152,5,white
0.053,0.99732,3.12,0.68,9.68,10.4,9,116,5,white
0.032,0.99214,3.07,0.52,8.3,1.4,9.8,132,5,white
0.04,0.99596,3.24,0.5,7.88,8.1,9.2,149,5,white
0.054,0.99898,3.18,0.49,8.78,14.8,9.7,146,5,white
0.053,0.99306,3.22,0.41,9.36,3.5,11.6,133,5,white
0.054,0.99898,3.18,0.49,8.78,14.8,9.7,146,5,white
0.044,0.99772,3.24,0.47,7.7,12.8,9,132,5,white
0.046,0.99479,3.21,0.34,7.44,11.2,10.8,96,5,white
0.028,0.99228,3.41,0.5,7.1,1.5,10,91,5,white
0.03,0.99706,3.13,0.47,10.26,12.1,10.6,143,5,white
0.029,0.99669,3.13,0.48,10.12,10.7,10.6,146.5,5,white
0.046,0.99662,3.32,0.54,8.46,7.5,9.6,149,5,white
0.052,0.99475,3.21,0.48,7.14,4.8,9.4,101,5,white
0.052,0.99944,3.09,0.62,8.84,16.9,9.3,137,5,white
0.052,0.99475,3.21,0.48,7.14,4.8,9.4,101,5,white
0.046,0.9966,3.07,0.46,8.36,11.3,9.4,102,5,white
0.033,0.998,3,0.53,9.34,12.9,8.8,116,5,white
0.079,0.99307,3.2,0.42,7.51,1.2,9.4,120,5,white
0.052,0.99696,3.08,0.46,7.9,10,9.6,95,5,white
0.079,0.99307,3.2,0.42,7.51,1.2,9.4,120,5,white
0.048,0.99902,3.13,0.45,8.36,14.9,8.9,181,5,white
0.028,0.99182,3.34,0.46,7.64,1.8,11.4,93,5,white
0.028,0.99182,3.34,0.46,7.64,1.8,11.4,93,5,white
0.026,0.99352,3.46,0.45,7.84,1.3,9.9,46,5,white
0.035,0.9946,3.15,0.49,7.7,4.9,9.7,154,5,white
0.043,0.99273,3.18,0.52,7.8,1.9,10.5,84,5,white
0.039,0.99582,3.18,0.5,7.84,10,9.4,153,5,white
0.037,0.99553,3.18,0.5,7.92,8.6,9.6,143,5,white
0.053,0.99976,3.2,0.5,8.82,18.95,10.4,138,5,white
0.038,0.99296,3.2,0.55,8.52,1.5,10.8,112,5,white
0.048,0.99482,3.22,0.38,7.3,11.7,10.8,98,5,white
0.042,0.99366,3.24,0.39,9.92,1.2,10.6,149,5,white
0.046,0.99434,3.23,0.64,8.98,2.1,9.8,180,5,white
0.046,0.99434,3.23,0.64,8.98,2.1,9.8,180,5,white
0.031,0.99835,3.31,0.61,7.36,15.3,9.4,121,5,white
0.053,0.99691,3.18,0.67,7.76,11.1,9.4,133,5,white
0.038,0.9959,3.19,0.5,7.88,7.8,9.4,158,5,white
0.05,0.99628,3.07,0.4,8.36,10.1,9.4,111,5,white
0.021,0.99076,3.39,0.47,7.31,3.2,12,60,5,white
0.041,1.0002,3.14,0.38,7.62,20.4,8.7,104,5,white
0.05,0.99628,3.07,0.4,8.36,10.1,9.4,111,5,white
0.021,0.99076,3.39,0.47,7.31,3.2,12,60,5,white
0.033,0.99332,3.34,0.42,5.3,0.95,8,70,5,white
0.044,0.99202,3.56,0.43,7,1.3,10.9,125,5,white
0.065,0.99884,3.13,0.45,8.08,16,8.6,125,5,white
0.034,0.99773,3.2,0.44,8.22,11.4,9,134,5,white
0.044,1.00013,2.96,0.88,10.78,14.35,8.7,164,5,white
0.034,0.99773,3.2,0.44,8.22,11.4,9,134,5,white
0.044,1.00013,2.96,0.88,10.78,14.35,8.7,164,5,white
0.042,0.99642,3.24,0.37,7.1,15.8,10.6,103,5,white
0.066,0.99488,3.17,0.8,8.86,5.2,9.7,77,5,white
0.047,0.99527,3.22,0.47,9.2,5.2,10.3,127,5,white
0.037,0.99198,3.24,0.51,6.66,0.8,9.3,84,5,white
0.066,0.99561,3.11,0.53,8.46,6.9,9.5,119,5,white
0.069,0.99347,3.18,0.4,8.28,3.4,9.3,121,5,white
0.042,0.99786,3.14,0.46,7.5,11,8.7,103,5,white
0.081,0.99705,3.4,0.57,8.14,5.95,9.4,227,5,white
0.034,0.9942,3.23,0.69,7.64,5.1,10.1,133,5,white
0.05,0.9979,3.39,0.49,9.92,8.2,9.3,107,5,white
0.046,0.99583,3.2,0.49,8.12,7.5,9.3,134,5,white
0.042,0.99304,3.13,0.4,8.06,1,9.6,123,5,white
0.042,0.99304,3.13,0.4,8.06,1,9.6,123,5,white
0.042,0.99577,3.21,0.46,7.84,8,9.2,131,5,white
0.043,0.99216,3.18,0.5,8.1,1.5,10.8,88,5,white
0.038,0.99924,3.26,0.41,7.68,16.3,8.8,90,5,white
0.038,0.99924,3.26,0.41,7.68,16.3,8.8,90,5,white
0.038,0.99924,3.26,0.41,7.68,16.3,8.8,90,5,white
0.038,0.99924,3.26,0.41,7.68,16.3,8.8,90,5,white
0.044,0.99976,3.22,0.75,8.98,13.7,8.9,118,5,white
0.044,0.99976,3.22,0.75,8.98,13.7,8.9,118,5,white
0.049,0.99296,3.74,0.43,6.44,1.3,10,130,5,white
0.045,0.9957,3.24,0.46,7.7,7.4,9.1,135,5,white
0.044,0.99976,3.22,0.75,8.98,13.7,8.9,118,5,white
